date,pe,pb,div_yield
2020-12-01,36.05,3.71,1.21
2020-12-02,36.06,3.71,1.21
2020-12-03,36.12,3.72,1.21
2020-12-04,36.46,3.75,1.2
2020-12-07,36.73,3.78,1.19
2020-12-08,36.83,3.79,1.19
2020-12-09,37.2,3.83,1.17
2020-12-10,37.06,3.81,1.18
2020-12-11,37.16,3.82,1.18
2020-12-14,37.28,3.84,1.17
2020-12-15,37.31,3.84,1.17
2020-12-16,37.63,3.87,1.16
2020-12-17,37.79,3.89,1.16
2020-12-18,37.84,3.89,1.15
2020-12-21,36.65,3.77,1.19
2020-12-22,37.03,3.81,1.18
2020-12-23,37.4,3.85,1.17
2020-12-24,37.81,3.89,1.15
2020-12-28,38.15,3.93,1.14
2020-12-29,38.31,3.94,1.14
2020-12-30,38.45,3.96,1.14
2020-12-31,38.45,3.96,1.14
2021-01-01,38.55,3.97,1.13
2021-01-04,38.87,4.01,1.12
2021-01-05,39.05,4.02,1.12
2021-01-06,38.9,4.01,1.12
2021-01-07,38.88,4.01,1.12
2021-01-08,39.45,4.07,1.11
2021-01-11,39.72,4.1,1.1
2021-01-12,39.94,4.13,1.09
2021-01-13,39.94,4.13,1.09
2021-01-14,40.03,4.14,1.09
2021-01-15,39.34,4.09,1.1
2021-01-18,38.92,4.05,1.11
2021-01-19,39.22,4.12,1.09
2021-01-20,39.55,4.15,1.08
2021-01-21,39.41,4.13,1.09
2021-01-22,38.86,4.07,1.1
2021-01-25,38.42,4.04,1.11
2021-01-27,37.52,3.96,1.14
2021-01-28,36.96,3.92,1.15
2021-01-29,36.57,3.86,1.16
2021-02-01,38.26,4.05,1.11
2021-02-02,38.79,4.15,1.08
2021-02-03,39.16,4.19,1.07
2021-02-04,40.81,4.22,1.07
2021-02-05,41.46,4.23,1.06
2021-02-08,42.0,4.28,1.05
2021-02-09,41.97,4.28,1.05
2021-02-10,41.81,4.28,1.05
2021-02-11,41.65,4.3,1.05
2021-02-12,41.58,4.3,1.05
2021-02-15,41.59,4.34,1.04
2021-02-16,41.78,4.34,1.04
2021-02-17,41.49,4.31,1.04
2021-02-18,41.26,4.28,1.05
2021-02-19,40.88,4.24,1.06
2021-02-22,40.05,4.16,1.08
2021-02-23,40.14,4.17,1.08
2021-02-24,40.88,4.24,1.06
2021-02-25,41.2,4.28,1.05
2021-02-26,39.65,4.12,1.09
2021-03-01,40.28,4.18,1.08
2021-03-02,40.71,4.23,1.06
2021-03-03,41.6,4.32,1.04
2021-03-04,41.15,4.27,1.05
2021-03-05,40.76,4.23,1.06
2021-03-08,40.74,4.24,1.06
2021-03-09,41.12,4.28,1.05
2021-03-10,41.33,4.3,1.05
2021-03-12,40.94,4.26,1.06
2021-03-15,40.66,4.23,1.06
2021-03-16,40.61,4.23,1.07
2021-03-17,40.1,4.17,1.08
2021-03-18,39.65,4.13,1.09
2021-03-19,40.16,4.18,1.08
2021-03-22,40.14,4.18,1.08
2021-03-23,40.35,4.2,1.07
2021-03-24,39.63,4.12,1.09
2021-03-25,39.02,4.06,1.11
2021-03-26,39.51,4.11,1.09
2021-03-30,40.43,4.21,1.07
2021-03-31,33.2,4.2,0.96
2021-04-01,33.6,4.25,0.95
2021-04-05,33.08,4.19,0.97
2021-04-06,33.18,4.2,0.96
2021-04-07,33.49,4.24,0.95
