date,pe,pb,div_yield
2015-11-30,23.4,2.86,1.4
2015-12-01,23.49,2.87,1.39
2015-12-02,23.44,2.87,1.39
2015-12-03,23.27,2.85,1.4
2015-12-04,23.08,2.82,1.42
2015-12-07,23.05,2.81,1.42
2015-12-08,22.83,2.79,1.43
2015-12-09,22.52,2.75,1.45
2015-12-10,22.72,2.77,1.44
2015-12-11,22.52,2.75,1.47
2015-12-14,22.64,2.76,1.46
2015-12-15,22.79,2.78,1.45
2015-12-16,22.91,2.8,1.44
2015-12-17,23.21,2.83,1.43
2015-12-18,23.05,2.81,1.44
2015-12-21,23.25,2.83,1.42
2015-12-22,23.14,2.82,1.43
2015-12-23,23.34,2.84,1.42
2015-12-24,23.36,2.84,1.42
2015-12-28,23.51,2.86,1.41
2015-12-29,23.54,2.87,1.41
2015-12-30,23.47,2.86,1.41
2015-12-31,23.6,2.87,1.4
2016-01-01,23.7,2.89,1.4
2016-01-04,23.27,2.83,1.42
2016-01-05,23.3,2.84,1.42
2016-01-06,23.19,2.82,1.43
2016-01-07,22.63,2.76,1.46
2016-01-08,22.78,2.77,1.45
2016-01-11,22.65,2.76,1.46
2016-01-12,22.49,2.74,1.47
2016-01-13,22.53,2.74,1.47
2016-01-14,22.42,2.73,1.48
2016-01-15,22.01,2.68,1.51
2016-01-18,21.6,2.63,1.53
2016-01-19,21.86,2.66,1.51
2016-01-20,21.48,2.61,1.54
2016-01-21,21.4,2.6,1.55
2016-01-22,21.78,2.66,1.52
2016-01-25,21.84,2.67,1.51
2016-01-27,21.88,2.67,1.51
2016-01-28,21.7,2.66,1.51
2016-01-29,22.08,2.71,1.49
2016-02-01,22.06,2.71,1.49
2016-02-02,21.93,2.67,1.51
2016-02-03,21.62,2.64,1.53
2016-02-04,21.66,2.65,1.52
2016-02-05,21.97,2.68,1.5
2016-02-08,21.7,2.66,1.52
2016-02-09,21.41,2.62,1.54
2016-02-10,20.76,2.59,1.56
2016-02-11,20.05,2.5,1.61
2016-02-12,20.02,2.49,1.62
2016-02-15,21.06,2.57,1.57
2016-02-16,20.69,2.52,1.6
2016-02-17,20.86,2.54,1.59
2016-02-18,21.08,2.56,1.57
2016-02-19,21.19,2.57,1.57
2016-02-22,21.27,2.58,1.57
2016-02-23,20.94,2.54,1.59
2016-02-24,20.69,2.5,1.61
2016-02-25,20.54,2.49,1.62
2016-02-26,20.7,2.5,1.61
2016-02-29,20.64,2.49,1.62
2016-03-01,21.31,2.58,1.57
2016-03-02,21.73,2.63,1.54
