date,pe
2023-03-21,17.52
2023-03-22,17.62
2023-03-23,17.56
2023-03-24,17.3
2023-03-27,17.04
2023-03-28,16.9
2023-03-29,17.19
2023-03-31,16.94
2023-04-03,17.07
2023-04-05,17.2
2023-04-06,17.33
2023-04-10,17.36
2023-04-11,17.44
2023-04-12,17.5
2023-04-13,17.56
2023-04-17,17.59
2023-04-18,17.6
2023-04-19,17.59
2023-04-20,17.68
2023-04-21,17.65
2023-04-24,17.76
2023-04-25,17.81
2023-04-26,17.88
2023-04-27,17.99
2023-04-28,18.23
2023-05-02,18.31
2023-05-03,18.3
2023-05-04,18.48
2023-05-05,18.36
2023-05-08,18.56
2023-05-09,18.5
2023-05-10,18.48
2023-05-11,18.66
2023-05-12,18.61
2023-05-15,18.75
2023-05-16,18.53
2023-05-17,18.62
2023-05-18,18.54
2023-05-19,18.52
2023-05-22,18.65
2023-05-23,18.76
2023-05-24,18.85
2023-05-25,18.94
2023-05-26,19.12
2023-05-29,19.19
2023-05-30,19.35
2023-05-31,19.5
2023-06-01,19.77
2023-06-02,20.01
2023-06-05,20.03
2023-06-06,20.14
2023-06-07,20.36
2023-06-08,20.23
2023-06-09,20.21
2023-06-12,20.34
2023-06-13,20.49
2023-06-14,20.55
2023-06-15,20.61
2023-06-16,20.78
2023-06-19,20.84
2023-06-20,20.93
2023-06-21,20.94
2023-06-22,20.79
2023-06-23,20.57
2023-06-26,20.71
2023-06-27,20.83
2023-06-28,20.86
2023-06-30,20.79
2023-07-03,20.98
2023-07-04,21.0
2023-07-05,21.13
2023-07-06,21.31
2023-07-07,21.24
2023-07-10,21.17
2023-07-11,21.37
2023-07-12,21.48
2023-07-13,21.33
2023-07-14,21.61
2023-07-17,21.74
2023-07-18,21.56
2023-07-19,21.66
2023-07-20,21.71
2023-07-21,21.76
2023-07-24,21.77
2023-07-25,21.71
2023-07-26,21.77
2023-07-27,21.8
2023-07-28,22.49
2023-07-31,22.67
2023-08-01,22.76
2023-08-02,22.47
2023-08-03,22.54
2023-08-04,22.64
2023-08-07,22.61
2023-08-08,22.74
2023-08-09,22.87
2023-08-10,23.05
2023-08-11,22.8
2023-08-14,22.66
2023-08-16,22.78
2023-08-17,22.82
2023-08-18,22.76
2023-08-21,22.95
2023-08-22,23.19
2023-08-23,23.36
2023-08-24,23.33
2023-08-25,23.27
2023-08-28,23.37
2023-08-29,23.52
2023-08-30,23.73
2023-08-31,24.05
2023-09-01,24.22
2023-09-04,24.47
2023-09-05,24.62
2023-09-06,24.64
2023-09-07,24.79
2023-09-08,24.93
2023-09-11,25.18
2023-09-12,24.2
2023-09-13,24.44
2023-09-14,24.74
2023-09-15,24.8
2023-09-18,24.67
2023-09-20,24.53
2023-09-21,24.26
2023-09-22,24.26
2023-09-25,24.29
2023-09-26,24.38
2023-09-27,24.56
2023-09-28,24.48
2023-09-29,24.54
2023-10-03,24.69
2023-10-04,24.41
2023-10-05,24.55
2023-10-06,24.71
2023-10-09,24.31
2023-10-10,24.58
2023-10-11,24.75
2023-10-12,24.93
2023-10-13,24.89
2023-10-16,24.94
2023-10-17,25.11
2023-10-18,24.9
2023-10-19,24.87
2023-10-20,24.67
2023-10-23,23.58
2023-10-25,23.26
2023-10-26,23.21
2023-10-27,23.65
2023-10-30,23.54
2023-10-31,23.46
2023-11-01,23.66
2023-11-02,23.72
2023-11-03,23.96
2023-11-06,24.24
2023-11-07,24.32
2023-11-08,24.55
2023-11-09,24.5
2023-11-10,24.39
2023-11-12,24.7
2023-11-13,24.64
2023-11-15,24.94
2023-11-16,25.01
2023-11-17,25.1
2023-11-20,25.11
2023-11-21,25.16
2023-11-22,24.94
2023-11-23,25.07
2023-11-24,25.11
2023-11-28,25.17
2023-11-29,25.36
2023-11-30,25.63
2023-12-01,25.77
2023-12-04,26.09
2023-12-05,26.13
2023-12-06,26.2
2023-12-07,26.28
2023-12-08,26.05
2023-12-11,26.2
2023-12-12,26.17
2023-12-13,26.33
2023-12-14,26.54
2023-12-15,26.73
2023-12-18,26.84
2023-12-19,26.86
2023-12-20,25.96
2023-12-21,26.4
2023-12-22,26.67
2023-12-26,26.75
2023-12-27,26.83
2023-12-28,26.99
2023-12-29,27.37
2024-01-01,27.54
2024-01-02,27.53
2024-01-03,27.57
2024-01-04,27.85
2024-01-05,28.04
2024-01-08,27.87
2024-01-09,27.97
2024-01-10,28.03
2024-01-11,28.28
2024-01-12,28.39
2024-01-15,28.45
2024-01-16,28.37
2024-01-17,28.05
2024-01-18,28.01
2024-01-19,28.26
2024-01-20,28.38
2024-01-23,27.58
2024-01-24,27.92
2024-01-25,27.99
2024-01-29,28.19
2024-01-30,28.22
2024-01-31,28.76
2024-02-01,28.71
2024-02-02,28.82
2024-02-05,28.87
2024-02-06,29.07
2024-02-07,29.11
2024-02-08,28.91
2024-02-09,28.52
2024-02-12,27.39
2024-02-13,27.54
2024-02-14,27.93
2024-02-15,28.29
2024-02-16,28.6
2024-02-19,28.85
2024-02-20,28.74
2024-02-21,28.52
2024-02-22,28.69
2024-02-23,28.85
2024-02-26,28.81
2024-02-27,29.27
2024-02-28,28.71
2024-02-29,28.85
2024-03-01,29.03
2024-03-02,29.24
2024-03-04,29.06
2024-03-05,28.87
2024-03-06,28.3
2024-03-07,28.53
2024-03-11,27.96
2024-03-12,27.39
2024-03-13,25.97
2024-03-14,26.78
2024-03-15,26.84
2024-03-18,26.76
2024-03-19,26.44
2024-03-20,26.47
2024-03-21,27.07
2024-03-22,27.29
2024-03-26,27.3
2024-03-27,27.53
2024-03-28,26.6
2024-04-01,27.41
2024-04-02,27.68
2024-04-03,27.97
2024-04-04,28.14
2024-04-05,28.31
2024-04-08,28.38
2024-04-09,28.39
2024-04-10,28.56
2024-04-12,28.44
2024-04-15,28.01
2024-04-16,28.18
2024-04-18,28.18
2024-04-19,28.12
2024-04-22,28.5
2024-04-23,28.65
2024-04-24,28.83
2024-04-25,29.05
2024-04-26,29.18
2024-04-29,29.1
2024-04-30,28.98
2024-05-02,28.87
2024-05-03,28.51
2024-05-06,28.2
2024-05-07,27.61
2024-05-08,27.76
2024-05-09,26.82
2024-05-10,26.96
2024-05-13,26.87
2024-05-14,27.25
2024-05-15,27.4
2024-05-16,27.31
2024-05-17,27.79
2024-05-18,28.04
2024-05-21,27.92
2024-05-22,27.92
2024-05-23,27.99
2024-05-24,27.98
2024-05-27,28.08
2024-05-28,28.05
2024-05-29,27.96
2024-05-30,27.58
2024-05-31,27.72
2024-06-03,28.25
2024-06-04,26.36
2024-06-05,27.25
2024-06-06,28.08
2024-06-07,28.68
2024-06-10,29.06
2024-06-11,29.24
2024-06-12,29.52
2024-06-13,29.76
2024-06-14,30.01
2024-06-18,30.31
2024-06-19,30.15
2024-06-20,30.35
2024-06-21,30.33
2024-06-24,30.34
2024-06-25,30.36
2024-06-26,30.42
2024-06-27,30.25
2024-06-28,30.7
2024-07-01,31.16
2024-07-02,31.11
2024-07-03,31.39
2024-07-04,31.56
2024-07-05,31.77
2024-07-08,31.69
2024-07-09,31.76
2024-07-10,31.55
2024-07-11,31.74
2024-07-12,31.71
2024-07-15,31.82
2024-07-16,31.88
2024-07-18,31.49
2024-07-19,30.8
2024-07-22,30.98
2024-07-23,30.64
2024-07-24,31.25
2024-07-25,31.16
2024-07-26,31.46
2024-07-29,31.78
2024-07-30,31.91
2024-07-31,31.81
2024-08-01,31.54
2024-08-02,31.25
2024-08-05,29.86
2024-08-06,29.68
2024-08-07,30.45
2024-08-08,30.57
2024-08-09,30.68
2024-08-12,30.67
2024-08-13,30.03
2024-08-14,29.65
2024-08-16,30.21
2024-08-19,30.65
2024-08-20,30.82
2024-08-21,31.16
2024-08-22,31.25
2024-08-23,31.29
2024-08-26,31.42
2024-08-27,31.66
2024-08-28,31.6
2024-08-29,31.42
2024-08-30,31.58
2024-09-02,31.55
2024-09-03,31.74
2024-09-04,31.84
2024-09-05,32.14
2024-09-06,31.81
2024-09-09,31.55
2024-09-10,31.94
2024-09-11,31.69
2024-09-12,31.94
2024-09-13,32.22
2024-09-16,32.27
2024-09-17,32.05
2024-09-18,31.94
2024-09-19,31.58
2024-09-20,31.91
2024-09-23,32.15
2024-09-24,32.08
2024-09-25,31.97
2024-09-26,31.82
2024-09-27,31.76
2024-09-30,33.49
2024-10-01,33.71
2024-10-03,33.07
2024-10-04,32.78
2024-10-07,31.86
2024-10-08,32.53
2024-10-09,32.93
2024-10-10,33.15
2024-10-11,33.3
2024-10-14,33.4
2024-10-15,33.77
2024-10-16,33.85
2024-10-17,33.39
2024-10-18,33.37
2024-10-21,32.79
2024-10-22,31.37
2024-10-23,31.65
2024-10-24,31.72
2024-10-25,31.01
2024-10-28,31.58
2024-10-29,31.75
2024-10-30,32.13
2024-10-31,32.37
2024-11-01,32.71
2024-11-04,32.03
2024-11-05,32.19
2024-11-06,32.81
2024-11-07,32.64
2024-11-08,32.14
2024-11-11,31.82
2024-11-12,31.47
2024-11-13,30.62
2024-11-14,30.85
2024-11-18,30.54
2024-11-19,30.49
2024-11-21,32.15
2024-11-22,32.52
2024-11-25,33.2
2024-11-26,33.41
2024-11-27,33.75
2024-11-28,33.8
2024-11-29,34.11
2024-12-02,34.34
2024-12-03,34.67
2024-12-04,34.93
2024-12-05,35.1
2024-12-06,35.29
2024-12-09,35.42
2024-12-10,35.52
2024-12-11,35.62
2024-12-12,35.29
2024-12-13,35.16
2024-12-16,35.31
2024-12-17,35.12
2024-12-18,34.88
2024-12-19,34.76
2024-12-20,34.06
2024-12-23,33.92
2024-12-24,34.02
2024-12-26,34.01
2024-12-27,34.1
2024-12-30,33.96
2024-12-31,34.39
2025-01-01,34.7
2025-01-02,34.89
2025-01-03,34.82
2025-01-06,33.82
2025-01-07,34.3
2025-01-08,33.82
2025-01-09,33.43
2025-01-10,32.61
2025-01-13,31.31
2025-01-14,31.84
2025-01-15,31.98
2025-01-16,32.68
2025-01-17,32.69
2025-01-20,32.94
2025-01-21,32.41
2025-01-22,31.8
2025-01-23,31.91
2025-01-24,31.23
2025-01-27,30.05
2025-01-28,29.55
2025-01-29,29.79
2025-01-30,29.79
2025-01-31,30.18
2025-02-01,30.39
2025-02-03,29.88
2025-02-04,30.24
2025-02-05,30.7
2025-02-06,30.81
2025-02-07,30.51
2025-02-10,29.8
2025-02-11,28.78
2025-02-12,28.37
2025-02-13,28.23
2025-02-14,27.52
2025-02-17,27.52
2025-02-18,26.86
2025-02-19,27.46
2025-02-20,27.8
2025-02-21,27.64
2025-02-24,27.31
2025-02-25,27.18
2025-02-27,26.73
2025-02-28,26.09
2025-03-03,25.92
2025-03-04,26.23
2025-03-05,26.94
2025-03-06,27.34
2025-03-07,27.53
2025-03-10,27.0
2025-03-11,26.83
2025-03-12,26.76
2025-03-13,26.57
2025-03-17,26.66
2025-03-18,27.36
2025-03-19,27.9
2025-03-20,28.12
2025-03-21,28.89
2025-03-24,29.17
2025-03-25,28.78
2025-03-26,28.37
2025-03-27,28.64
2025-03-28,29.42
2025-04-01,29.28
2025-04-02,29.57
2025-04-03,29.77
2025-04-04,28.79
2025-04-07,27.64
2025-04-08,28.24
2025-04-09,27.94
2025-04-11,28.84
2025-04-15,29.72
2025-04-16,30.0
2025-04-17,30.14
2025-04-21,30.72
2025-04-22,30.97
2025-04-23,31.04
2025-04-24,31.02
2025-04-25,30.26
2025-04-28,30.32
2025-04-29,30.43
2025-04-30,30.04
2025-05-02,30.03
2025-05-05,30.54
2025-05-06,29.89
2025-05-07,30.23
2025-05-08,29.87
2025-05-09,29.42
2025-05-12,30.61
2025-05-13,31.03
2025-05-14,31.47
2025-05-15,31.52
2025-05-16,31.98
2025-05-19,32.2
2025-05-20,31.61
2025-05-21,31.75
2025-05-22,31.49
2025-05-23,31.66
2025-05-26,32.0
2025-05-27,32.0
2025-05-28,32.12
2025-05-29,32.17
2025-05-30,32.19
2025-06-02,32.24
2025-06-03,32.38
2025-06-04,32.51
2025-06-05,32.68
2025-06-06,32.89
2025-06-09,33.33
2025-06-10,33.38
2025-06-11,33.35
2025-06-12,32.87
2025-06-13,32.74
2025-06-16,32.91
2025-06-17,32.67
2025-06-18,32.61
2025-06-19,31.98
2025-06-20,32.18
2025-06-23,32.43
2025-06-24,32.66
2025-06-25,33.19
2025-06-26,33.27
2025-06-27,33.54
2025-06-30,33.87
2025-07-01,33.8
2025-07-02,33.67
2025-07-03,33.79
2025-07-04,33.79
2025-07-07,33.72
2025-07-08,33.64
2025-07-09,33.83
2025-07-10,33.75
2025-07-11,33.52
2025-07-14,33.82
2025-07-15,34.07
2025-07-16,34.2
2025-07-17,34.19
2025-07-18,33.96
2025-07-21,33.95
2025-07-22,33.81
2025-07-23,33.82
2025-07-24,33.63
2025-07-25,32.98
2025-07-28,32.5
2025-07-29,32.81
2025-07-30,32.77
2025-07-31,32.55
2025-08-01,31.98
2025-08-04,32.37
2025-08-05,32.2
2025-08-06,31.89
2025-08-07,31.87
2025-08-08,31.38
2025-08-11,31.52
2025-08-12,31.65
2025-08-13,31.9
2025-08-14,31.83
2025-08-18,32.15
2025-08-19,32.45
2025-08-20,32.58
2025-08-21,32.6
2025-08-22,32.55
2025-08-25,32.57
2025-08-26,31.96
2025-08-28,31.6
2025-08-29,31.51
2025-09-01,31.95
2025-09-02,32.14
2025-09-03,32.41
2025-09-04,32.19
2025-09-05,32.26
2025-09-08,32.32
2025-09-09,32.41
2025-09-10,32.62
2025-09-11,32.62
2025-09-12,32.72
2025-09-15,32.93
2025-09-16,33.18
2025-09-17,33.35
2025-09-18,33.37
2025-09-19,33.41
2025-09-22,33.11
2025-09-23,29.66
2025-09-24,29.5
2025-09-25,29.3
2025-09-26,28.68
2025-09-29,28.65
2025-09-30,29.96
2025-10-01,30.28
2025-10-03,30.54
2025-10-06,30.56
2025-10-07,30.6
2025-10-08,30.43
2025-10-09,30.52
2025-10-10,30.71
2025-10-13,30.62
2025-10-14,30.35
2025-10-15,30.6
2025-10-16,30.7
2025-10-17,30.55
2025-10-20,30.77
2025-10-21,30.98
2025-10-23,30.91
2025-10-24,30.86
2025-10-27,31.04
2025-10-28,30.86
2025-10-29,31.0
2025-10-30,30.94
2025-10-31,30.76
2025-11-03,30.97
2025-11-04,29.44
2025-11-06,28.84
2025-11-07,28.76
2025-11-10,28.62
2025-11-11,28.52
2025-11-12,28.7
2025-11-13,28.49
2025-11-14,29.8
2025-11-17,30.02
2025-11-18,29.76
2025-11-19,29.6
2025-11-20,29.55
2025-11-21,29.19
2025-11-24,28.98
2025-11-25,29.01
2025-11-26,29.35
2025-11-27,29.25
2025-11-28,29.18
