date,pe,index_value,earnings,earnings_yoy
2018-10-10,25.3,10460.099609375,413.44267230731225,7.382324683852537
2018-10-11,24.75,10234.650390625,413.5212279040404,7.4296169601786755
2018-10-12,25.33,10472.5,413.44255823134625,7.395715815915738
2018-10-15,25.42,10512.5,413.552321007081,7.438781114945225
2018-10-16,25.52,10584.75,414.7629310344828,7.712487926114564
2018-10-17,25.19,10453.0498046875,414.96823361204844,7.788195065334791
2018-10-19,24.83,10303.5498046875,414.96374565797424,7.686925992183169
2018-10-22,24.65,10245.25,415.62880324543613,7.699736201925056
2018-10-23,24.41,10146.7998046875,415.6820894996927,7.636826188106061
2018-10-24,24.6,10224.75,415.640243902439,7.652609212146988
2018-10-25,24.36,10124.900390625,415.636305033867,7.614052088253276
2018-10-26,24.12,10030.0,415.8374792703151,7.6288095468049155
2018-10-29,24.65,10250.849609375,415.8559679259635,7.565501377283423
2018-10-30,24.55,10198.400390625,415.4134578665988,7.349348773573361
2018-10-31,25.0,10386.599609375,415.463984375,7.336733551840857
2018-11-01,24.98,10380.4501953125,415.5504481710368,7.339451624127813
2018-11-02,25.4,10553.0,415.4724409448819,6.04591254484057
2018-11-05,25.33,10524.0,415.4757204895381,5.415945939062916
2018-11-06,25.32,10530.0,415.8767772511848,6.245311553458688
2018-11-07,25.49,10598.400390625,415.7865982983523,6.885299175094262
2018-11-09,25.46,10585.2001953125,415.7580595173802,6.368000911276028
2018-11-12,25.21,10482.2001953125,415.7953270651527,6.377780468370409
2018-11-13,25.45,10582.5,415.8153241650295,6.424245813291241
2018-11-14,25.43,10576.2998046875,415.8985373451632,6.1435966828778055
2018-11-15,25.53,10616.7001953125,415.85194654573047,6.161249705524718
2018-11-16,25.69,10682.2001953125,415.81160744696376,5.691895521416779
2018-11-19,25.88,10763.400390625,415.8964602250773,5.703176409501531
2018-11-20,25.62,10656.2001953125,415.9328725726971,5.729796641381268
2018-11-21,25.55,10600.0498046875,414.87474773727985,5.437220208617788
2018-11-22,25.43,10526.75,413.95005898545026,5.222441099467412
